standardized_disease;fuzzy_tfidf_fuzzy_tfidf_fuzzy_fuzzy_tfidf_fuzzy_tfidf_fuzzy_tfidf;list_of_diseases;corrected_list_of_diseases;
ulkus dibetik;;;['ulkus dibetik'];
perih perut;;;['perih perut'];
miliaria;;;['miliaria', 'milliar mentham', 'miliaria mentham'];
trombosis superfisial;;;['trombosis superfisial'];
flebitis superfisial;;;['flebitis superfisial'];
abses tuboovarium;;;['abses tuboovarium','abs tuboovarium','abs tuboovarium non gonokokal','abs tuboovarium nongonokokal'];
uterus disfungsional;;;['uterus disfungsional'];
gangguan mata;;;['gangguan mata responsif','gangguan mata','gangguan mata responsif kortikosteroid'];
kelumpuhan otot;;;['kelumpuhan otot otot wajah','kelumpuhan otot'];
kelumpuhan saraf;;;['kelumpuhan saraf'];
ulkus kaki;;;['ulkus kaki','ulkus kaki kronis'];
eritis;;;['eritis','eritis bakterial'];
kram muskuloskeletal;;;['spasmekram muskuloskeletal','kram muskuloskeletal'];
infeksi organisme;;;['infeksi disebabkan organisme peka', 'infeksi organisme'];
infeksi mikroorganisme;;;['infeksi disebabkan mikroorganisme rentan', 'infeksi mikroorganisme','infeksi disebabkan mikroorganisme gram positif gram negatif organisme memproduksi penisillinase'];
ulseratif;;;['ulseratif'];
prolaps anus;;;['prolaps anus fistula','prolaps anus'];
kesehatan hati;;;['kesehatan hati'];
nyeri ulu hati;;;['nyeri ulu hati'];
masalah mental;;;['masalah mental'];
inflamasi dermatosis;;;['inflamasi dermatosis','nyeri radanginflamasi dermatosis','inflamasi gejala pruritus dermatosis responsif kortikosteroid', 'inflamasi dermatosis responsif kortikosteroid terkomplikasi infeksi sekunder disebabkan organisme rentan neomisin'];
cacing trichostrongylus colubriformis;;;['cacing trichostrongylus colubriformis'];
ulserasi;;;['ulserasi obat','ulserasi','ulserasi traumatik'];
dispnea;;;['dispnea', 'dispnea akibat asma bronkhial'];
obstruksi saluran empedu;;;['obstruksi parsial saluran empedu','obstruksi saluran empedu'];
obstruksi ekstremitas;;;['obstruksi ekstremitas'];
gangguan tulang;;;['gangguan statik fungsional tulang','gangguan tulang'];
sitotoksik;;;['sitotoksik'];
kelainan fibroid;;;['kelainan fibroid'];
hipogalaksia;;;['hipogalaksia','hipogalaksia sekunder'];
tersiram air panas;;;['tersiram air panas'];
sulit konsentrasi;;;['sulit konsentrasi'];
susah bab;;;['susah bab'];
peningkatan tekanan bola mata;;;['peningkatan tekanan bola mata'];
trauma otot;;;['trauma otot','trauma otot muskuloskeletal'];
penyumbatan saluran nafas;;;['penyakit penyumbatan saluran nafas','sumbatan pernafasan','sumbatan saluran napas','penyumbatan saluran nafas'];
penyumbatan;;;['sumbatan','penyumbatan'];
penyumbatan otak;;;['sumbatan otak','penyumbatan otak'];
penyumbatan pembuluh darah;;;['penyumbatan pembuluh','penyumbatan pembuluh darah arteri','penyumbatan pembuluh arteri kronis','sakit dingin disebabkan penyumbatan arteri kronis'];
penyempitan pembuluh darah;;;['penyempitan pembuluh vena','penyempitan pembuluh darah','memperlebar saluran pembuluh darah'];
penyempitan;;;['penyempitan'];
luka mulut;;;['luka mulut', 'ulkus mulut','luka2 dalam mulut'];
penyakit degeneratif kolumna vertebra;;;['penyakit degeneratif kolumna vertebra'];
selaput air mata tidak stabil;;;['selaput air mata tidak stabil'];
